Synthetic_D_ORIXCOOR,Synthetic_D_ORIYCOOR,Synthetic_D_DESTXCOOR,Synthetic_D_DESTYCOOR,Synthetic_P_SEXE,Synthetic_P_GRAGE,Synthetic_D_HREDE
343989.65883255005,2303239.8786842823,375680.1371574402,3495891.785800457,1,21,19.20619928213272
398864.29357528687,2857788.5704636574,231252.62308120728,2864627.8787851334,1,71,15.468884623472407
258169.9137687683,2543870.955049992,295707.1964740753,2533644.563615322,1,79,12.968863968316336
152714.18142318726,2390124.753624201,172138.82851600647,3119791.300237179,1,3,22.010467325064326
281595.1828956604,3323642.0181393623,328192.59214401245,2588407.35155344,1,31,3.0051312664138385
266913.2356643677,2323181.9230616093,265807.34300613403,2878384.788274765,1,6,13.87377840712871
397627.50911712646,2558003.42553854,383263.0281448364,2623003.003180027,1,38,23.007461256008668
248538.512468338,2038749.2102086544,291706.2168121338,3508650.767326355,1,79,6.7904377181254905
172906.97741508484,3699622.31194973,266188.6637210846,2840033.2208275795,1,41,20.424758975000994
337702.88276672363,2816074.3864178658,361410.89248657227,3794503.455519676,2,68,9.899035455405446
205757.7972412109,1848111.3276779647,254472.30982780457,2564202.0170092583,1,79,21.957845683975165
347520.30420303345,3235107.794284821,419610.46504974365,3100632.1843266487,1,78,17.94863006816913
382993.9489364624,2475625.1296699047,387581.2058448792,1964526.979893446,1,16,10.734230280650806
240712.3987674713,3220756.0426592827,255976.33171081543,2970971.2786078453,2,60,16.384634469902885
357512.60566711426,2913177.3953437805,301179.17108535767,3287833.7448835373,1,30,1.974265679516144
399399.5909690857,1889868.481040001,355295.7420349121,2506161.6336107254,2,98,15.5644295091859
262862.1702194214,1981873.585820198,145041.6420698166,3319913.932979107,2,75,8.270839366064823
168452.8295993805,2284110.122591257,277237.4336719513,2530330.5742144585,2,79,8.942927237928801
263247.4248409271,1526518.7195539474,297642.7857875824,2705993.420660496,2,39,14.97891693473051
319452.8465270996,3343646.146297455,250698.13776016235,3304183.187425137,1,92,3.149143403997836
325356.0667037964,3474916.642844677,250719.89941596985,2693435.0645542145,1,72,21.69902863366434
236404.05583381653,872437.4174922705,143755.00428676605,3500415.338516236,2,16,18.78759054752085
281000.98419189453,1517369.6193397045,385215.42596817017,2557481.524199248,2,21,11.514663024690476
244935.715675354,2826974.830329418,355388.90409469604,2681695.419192314,1,40,21.849055280920172
323400.915145874,2000200.075656176,290717.125415802,4138943.965375424,1,6,8.081573509434644
424294.174194336,3276130.1876306534,163574.67818260193,2972024.8678922653,1,26,9.407483663560352
306980.86071014404,2636065.675318241,292700.0467777252,3199603.8233041763,2,59,19.117432796911945
190068.0725574493,2910136.819243431,276342.2017097473,3515532.280385494,2,6,23.222163833668393
318472.8388786316,2740049.279808998,176686.2814426422,3177867.1600818634,2,12,7.645753575355075
358728.7192344665,2003311.9104802608,290692.5027370453,2627416.7624115944,2,98,15.29191420380802
418876.9345283508,2828594.513595104,284131.8552494049,2571062.427699566,1,8,7.565884641718243
310577.4884223938,1156167.176797986,209732.5985431671,2472233.1532537937,1,80,1.2072770794483432
280934.05413627625,2485687.748372555,319641.3164138794,3515595.587491989,1,68,3.9158694010720603
352720.71409225464,2523676.599740982,121896.02899551392,2417835.3751301765,1,26,17.2536837348986
287785.43519973755,1972640.9936249256,366302.49071121216,3491172.806799412,2,16,21.19084864589253
375899.57761764526,2639664.393782616,339555.860042572,1446735.4033887386,1,69,19.502040419694016
197501.34992599487,1912908.2919955251,92370.1559305191,2180452.0756602287,1,68,18.318514869762826
411647.3083496094,2756031.418800354,258954.5850753784,3234868.939936161,2,2,0.0039644582069952965
247376.9907951355,3268127.4965405464,287449.58686828613,3551454.0171027184,2,89,15.295734017197303
255892.80772209167,3399202.5668025017,232931.9899082184,3196416.14228487,1,18,0.8859330835713874
312976.63497924805,3592296.887397766,218779.08158302307,3952015.818119049,1,79,22.462348035739065
251590.3835296631,1962127.7323067188,249203.86123657227,3973839.949131012,1,46,11.820550401658032
404251.277923584,3009601.1526584625,226136.11268997192,2982578.4989595413,1,19,18.152662116526397
220435.3814125061,1169083.4321379662,252595.8364009857,3315437.172472477,1,7,7.935348124548052
274824.0714073181,1552473.868638277,268878.1683444977,3740405.545115471,1,65,2.455957325170387
343271.5063095093,2669299.1537451744,325993.0019378662,2737274.4712233543,1,19,10.857250800267199
305366.2781715393,2694970.6441760063,263295.7046031952,2217515.328198672,1,82,5.905774025413969
349237.096786499,2304048.649907112,332681.3225746155,2698614.014029503,1,56,10.485884452938906
350012.7201080322,1550979.270428419,364909.95931625366,1725386.373013258,1,88,5.253571858004578
203173.56038093567,3486252.284884453,336523.9624977112,2272678.602397442,1,30,22.461970101811293
317008.24546813965,3024981.4153909683,306282.1989059448,1655765.9882605076,2,3,4.8694561729287935
278578.1984329224,2023371.2412118912,311860.6572151184,3386186.9927048683,2,48,20.95109419582739
331840.5394554138,2883190.6234025955,314466.15505218506,2453129.851579666,2,94,2.2059341474633833
204066.70022010803,2163589.753806591,171815.97995758057,2636301.471352577,2,54,5.04032006052847
289609.42673683167,2309798.8924980164,356754.68492507935,1508149.2604017258,2,27,23.391338796692004
366478.1217575073,1847352.5598943236,385034.752368927,2986683.0626130104,1,14,3.6091425327640336
253478.8374900818,3229411.683857441,264362.1509075165,3305977.50043869,1,23,9.454777241217304
297325.9274959564,2113830.521017313,235290.3311252594,4037217.702686786,1,3,23.892194518052467
334917.99879074097,2967683.8965415955,315840.7692909241,2585048.0991005898,2,35,7.767034887170482
320408.4281921387,1868614.572733641,305455.1844596863,2531634.639441967,1,66,2.257018940422418
271195.1141357422,2445307.6010346413,254257.91192054749,3045297.185778618,1,18,23.051095737940813
235270.5900669098,1820242.438405752,201782.6919555664,3193244.670331478,2,19,3.7928053108892574
297928.38740348816,1357467.9486751556,192721.08125686648,2142916.0077273846,1,11,19.26679923416888
349252.0098686218,2861290.646195412,215343.5652256012,2663671.855390072,1,39,17.105549304750582
242035.5145931244,2041433.0339431765,280264.12773132324,1817667.184829712,2,47,0.05049019087842286
299676.49030685425,2341613.160163164,243432.6057434082,2425433.145403862,1,94,5.144066402248912
316826.78508758545,2299178.2843470573,242465.61574935916,2482605.1204502583,2,48,2.0739193612228064
378607.0351600647,1998653.791934252,326881.8860054016,3260680.195331573,2,36,0.13831027316476513
219651.5326499939,2118855.3314507008,311424.74460601807,2741964.7020697594,1,31,15.24993510712941
314940.36960601807,2637346.497356892,470269.024848938,2841944.9731111526,1,15,0.0344948995424353
419723.9046096802,2599954.3231129646,219442.62433052063,1512977.8799712658,1,42,12.999234402146557
407303.6675453186,1314306.417375803,330318.0818557739,2114270.76536417,1,79,13.62424665722185
353422.16539382935,3442554.78399992,281920.4812049866,2857849.430918693,2,40,23.830018336332053
333709.2881202698,2833345.6048965454,455479.2170524597,3351228.319168091,1,21,11.428897096192179
242196.7511177063,2914211.1055850983,334638.3695602417,2397935.3825747967,2,95,6.712268129306223
390626.371383667,3795420.949816704,270004.2312145233,3012035.8766913414,2,9,3.132832980997131
387499.3805885315,2232780.9041440487,282029.6828746796,2262509.5543563366,2,64,10.789207616303319
207950.3242969513,2740497.017025948,213630.88536262512,2936597.0489382744,2,59,9.674454000750126
423866.129398346,2823699.0698575974,255006.58798217773,3068195.7026124,2,87,3.273984395594229
296294.1174507141,2983855.956852436,219624.49598312375,2368537.947803736,2,42,9.10259646668685
293880.343914032,2310144.4820165634,148649.311542511,3215836.4382386208,2,48,14.379088390269851
359194.42224502563,2739487.1616363525,228600.15082359317,2403648.92539382,2,28,5.26137335779603
270943.34411621094,1634732.7373325825,327603.2929420471,3458590.1376605034,2,74,15.621015922467855
335979.9747467041,2124162.730127573,302638.5788917541,3151894.425690174,2,15,16.23345286614471
247040.9815311432,1772322.1700191498,258124.7811317444,3163300.4089593887,1,93,22.741113194517713
205204.5111656189,2078773.3697593207,334895.18213272095,2154392.179310322,1,47,18.14110150006212
262839.8184776306,2407353.3086180687,292254.8716068268,3202231.832802296,2,99,18.581949836238607
360237.6585006714,1699991.50711298,213371.30117416385,3762631.538629532,2,16,17.660871211642874
293687.51096725464,2699308.5572123528,429802.53744125366,2602619.64404583,2,27,8.208745265788002
266359.5383167267,2807596.739113331,328605.29470443726,3230358.5379719734,2,61,3.286495285627367
419077.0630836487,2949893.070459366,318241.4894104004,2118908.5461199284,1,28,23.9285509286294
277496.9642162323,3354946.6177225118,211999.35126304624,1847243.6839044092,2,32,8.972819107836306
309635.3178024292,2295243.6100542545,253980.82184791565,2418723.203778267,1,93,3.8610689640264035
421659.8515510559,3712504.2377114296,328575.1824378967,2390280.57473898,1,46,22.365349123571335
238402.98104286197,2338362.783700228,265574.4199752808,3587426.216006279,2,70,20.396116447282775
251234.8477840424,3089578.2130360603,243480.295419693,2384664.286315441,1,20,0.7630516092854418
376316.4644241333,2717149.5396494865,358164.09635543823,2351654.6764969826,1,26,14.122692003127359
287586.91596984863,3531527.570128441,269382.06601142883,2378924.136161804,1,45,10.98638017780464
395170.31955718994,3265279.594242573,367014.5635604858,2568476.011276245,1,65,22.005893667136323
329994.96507644653,2117014.2262279987,256885.22505760196,2234784.1000258923,2,47,12.903016379463132
291997.8265762329,2607337.705552578,381125.2360343933,2336239.3960654736,1,28,15.159129779977356
230584.8603248596,2234919.58335042,399791.9445037842,3338482.488393784,1,19,17.774724404248264
298800.2841472626,2658198.0844140053,318460.75105667114,2817787.6541018486,2,50,8.193964599165449
171408.98156166077,3236026.511907577,154855.8895587921,2703029.302418232,2,66,1.8011728831321567
262825.0126838684,2786250.010967254,343248.0101585388,3794926.420390606,2,41,4.2292476403483095
241507.01212883,4163029.413998127,270822.6447105408,3343061.090767384,2,96,9.637752027531219
277429.06856536865,2845145.193219185,321553.1234741211,3543894.475758076,2,19,0.8157896648402246
280492.5982952118,3105062.4584555626,329285.89630126953,2475679.414749145,2,24,15.196945071316932
355633.8791847229,3023338.4889364243,269365.2575016022,3831411.498606205,2,40,0.17083201711805965
268337.8105163574,2117560.13533473,293826.6818523407,2789641.9873833656,1,40,17.955617551400533
355102.4799346924,1759835.990130901,269012.0105743408,1307930.596590042,2,49,13.364599752846527
240919.6262359619,1926921.641141176,297811.2463951111,2431777.618467808,2,73,7.681970822419166
221349.96104240415,2692312.9690289497,137562.14129924774,2233887.096434832,2,60,23.588576481094837
310453.39155197144,2867310.0204467773,289756.76941871643,1837002.6125609877,2,92,14.460062439088597
263311.8336200714,2472485.158354044,347329.1521072388,2471240.577340126,2,16,17.693694969741465
395519.9365615845,3091597.617983818,245335.0429534912,2114849.7042655945,2,35,0.8007221300158281
240327.2156715393,2317754.944294691,282198.91238212585,2037299.722135067,1,57,16.363111694098635
278734.71426963806,1571121.9402253628,278520.4236507416,3647213.508546352,1,88,18.605447789412683
261168.1227684021,2730504.58663702,156032.07397460938,3090177.33681202,1,82,16.54554314081228
293475.777387619,1484466.7446911335,367444.0031051636,2389376.689940691,2,50,1.1407479152150735
341646.19493484497,991365.0161772966,370761.10887527466,2532862.5526428223,2,4,6.848824374012617
216081.87007904053,539693.5072243214,319109.0588569641,2984355.073750019,1,73,12.679762241273286
345660.46047210693,2232407.4839651585,396786.2253189087,3345897.6773023605,1,10,13.87509789948705
198391.7360305786,1887906.113654375,275605.3273677826,2604422.520339489,1,19,6.022275569520092
312624.3357658386,3296114.742577076,353309.19075012207,3535159.930050373,1,76,5.426597058012917
322250.9627342224,3677274.291694164,369479.2275428772,1700332.8149914742,1,84,11.771122241834945
347146.69036865234,2902147.584736347,416444.3140029907,2615502.181470394,1,91,13.381277162835111
302341.5331840515,1538348.432272673,244638.4732723236,2361234.234452248,1,45,0.6470308711265151
327383.6736679077,3213115.150153637,323640.8476829529,1700662.195444107,1,27,0.20368482315247896
319445.1575279236,2449567.221224308,280540.87805747986,2708522.952437401,2,82,16.353512098736406
234005.87487220764,2205069.8238909245,347804.8686981201,2367166.446745396,1,15,19.848073272742887
403422.4753379822,2735577.4126052856,321336.7228507996,2517219.274878502,2,88,22.964449837944123
184532.38654136655,2434549.062907696,371649.1346359253,3014041.825056076,1,52,19.51045963858892
480018.6758041382,2699662.404179573,414217.61560440063,2355376.492112875,2,35,6.846322579268223
226273.1556892395,2249963.431507349,341751.802444458,3225504.687309265,1,17,3.7410415305579505
281055.6297302246,1978867.4157559872,268910.1402759552,3126262.3875141144,1,28,5.325946171500671
272336.32254600525,2078182.3505163195,351796.42486572266,1916459.1478407383,1,14,1.2377277941124811
222339.2491340637,1500614.4914031029,299249.4468688965,3003935.625374317,2,98,15.199420574190295
318229.50887680054,1850066.0492777824,288515.7470703125,2737940.8779144287,2,76,14.058231949359085
358363.4023666382,3308511.6196870804,246324.81384277344,2040310.173839331,2,16,14.175186393641573
246349.3292331696,3571092.982530594,325953.77016067505,2434524.13764596,2,50,6.426637601373788
364963.210105896,2641105.1656603813,328933.632850647,914381.2809437512,1,7,16.11463170669703
356487.03622817993,2393114.255875349,216276.02624893188,1967826.2893855567,2,93,2.1962693949733674
379962.0156288147,2589387.2354626656,274155.5576324463,2471129.713445902,2,86,18.231048524339677
212321.0732936859,3951097.712159157,242798.51365089417,2940072.517335415,1,95,20.363419177837358
182854.39658164975,1628703.576475382,159164.7868156433,2498396.267712116,2,29,5.739206643070799
192185.9984397888,1574674.6310591698,248855.8714389801,4434915.086507797,1,87,4.750207384575988
283604.81905937195,2309331.582069397,313377.1424293518,1900841.5599167347,1,48,18.680572467837603
349117.684841156,1862889.102488756,362346.3397026062,1716435.6044828892,1,91,4.90565399419613
447082.0074081421,1691278.5225212574,281129.5335292816,2885584.977686405,2,34,1.159572658432309
319516.46852493286,2227697.068244219,261665.4758453369,2334511.295557022,2,41,3.628292485342173
293744.8208332062,892607.7650338411,265109.3964576721,2843012.324810028,2,52,15.707019265554365
215234.7569465637,2551498.849719763,160477.6029586792,2624941.6686296463,1,0,14.783434024667146
222651.2794494629,3655804.925143719,378809.4525337219,3264047.3994016647,2,72,21.97466676002254
296130.6457519531,2371370.099782944,347430.1462173462,2298139.680802822,2,35,7.667460123457363
276142.94934272766,2139615.169078112,305381.7992210388,2300600.8592545986,2,15,18.695909762979564
286874.8610019684,2040562.331855297,364219.9878692627,2298638.797700405,2,46,8.58037985307836
412953.1149864197,2951356.779694557,260706.38942718503,2528352.303594351,1,59,12.106590453274187
397795.9518432617,1837799.150526524,295003.7245750427,3412137.707233429,1,39,22.750158195801994
255621.31452560425,2013553.134739399,225598.3476638794,2046935.2472424507,2,61,17.03077512008287
177586.87782287598,3446770.3644633293,207080.48391342163,3053957.7202796936,2,87,1.0501004658761506
228389.4543647766,2045007.1329772472,294224.3640422821,1693946.901768446,1,12,14.044184116797878
323589.1704559326,3627745.502889156,297731.8887710571,2949493.6546087265,2,23,15.747213036430098
360762.4773979187,2003265.1182711124,229880.56588172916,2603459.15132761,2,72,9.436937880307081
210597.8970527649,2355522.832453251,306710.52980422974,2626915.504693985,1,57,8.143409409775662
314205.58738708496,2446187.1722340584,300985.0506782532,2323443.408936262,2,56,11.727084113016947
345430.72032928467,2415222.198456526,228201.61032676697,2387626.1108219624,2,46,4.532652848005459
183367.4852848053,3028173.3780503278,459026.6351699829,1998182.352781296,2,73,14.396838852624418
340850.4729270935,2139624.8027682304,260933.60829353333,2359154.4277966022,1,27,0.9816709347772224
307037.8308296204,3148507.648408413,212330.7113647461,1485615.294635296,1,42,8.126522202001867
95887.18461990356,2746584.5916867256,281833.0054283142,807772.5723534822,2,16,21.10904307950579
357643.3186531067,1394261.304974556,383135.4622840881,2349549.638748169,2,3,22.78715832507682
361988.60454559326,2961894.813358784,265989.3755912781,3225553.0086755757,1,27,10.379679555312391
346711.13538742065,2072439.4478797915,413908.91122817993,2399117.726892233,1,94,0.7975363076490438
209666.5267944336,2645499.351680279,251490.8378124237,3165810.367524624,2,19,14.612943083976072
349208.45079422,2924340.8542871475,344462.5144004822,1821979.86677289,2,50,13.72610050442933
247869.122505188,3342743.9435720444,136731.75621032715,2583688.0667209625,2,23,1.7431853357410734
320553.48205566406,2994014.147877693,366058.8388442993,3460696.092903614,2,67,4.719588856664984
522554.2907714844,2534622.612535953,302027.42862701416,2407449.6455192566,1,68,0.19937090877665378
342362.91694641113,2294918.969988823,299538.66052627563,2631243.019461632,1,17,18.747001198448043
224647.61185646057,1745927.3882508278,237377.00033187863,1923000.576347113,2,1,7.592044479940296
255609.60221290588,2852801.68312788,59283.32853317261,2149943.402379751,2,94,14.12208071543403
376770.36571502686,1899179.5189976688,319007.6355934143,2803168.605804444,1,44,3.3905843296419147
275911.6177558899,1612346.1823165417,226290.6258106232,2673980.515480041,2,11,17.806258641235196
383176.3391494751,1372329.2154669762,220351.08852386475,3737092.167377472,2,75,12.486181995358628
154372.30515480042,2847954.254925251,205206.3171863556,2562672.095268965,2,74,20.33041812131929
328306.89001083374,1899395.435988903,194472.52798080444,2819449.8479366302,1,5,9.826446848184
176240.87381362915,2319461.942434311,163254.54759597778,3191234.746158123,1,59,15.504027366218736
439657.2952270508,867863.3261322975,262051.44572258,2393679.1265308857,2,85,18.56990446894427
317510.2119445801,2948537.625551224,353850.31747817993,3631157.052516937,1,23,13.34566981102299
360197.5326538086,2950127.643167973,334910.02368927,3049540.291070938,2,33,6.429427992814253
271238.35134506226,4043192.119717598,316733.47997665405,2081138.0583941936,2,56,20.585930013062637
289304.8708438873,2305158.053427934,303011.6562843323,2476839.586287737,2,19,16.057088626467
442577.1837234497,2283314.9608671665,369060.91022491455,4113079.801142216,2,50,8.623101112743964
217609.1914176941,1644131.7018270493,384710.991859436,2070417.749196291,2,53,15.705838437842182
222396.9702720642,2520811.1121356487,315749.3953704834,2513321.30035758,2,38,7.147073130494284
277536.3211631775,2726475.56334734,218277.3118019104,3934810.965061188,1,13,14.631284178050862
331678.6413192749,3014509.74714756,288314.47410583496,3290980.138659477,2,91,15.78543071249849
353095.329284668,3228580.7398557663,296243.852853775,2271071.152389049,2,59,22.662892949340108
297561.6579055786,3364732.91772604,278776.91435813904,3968270.452916622,1,72,14.95093598501256
253796.07129096985,1545461.4597260952,217445.7197189331,3599326.117038727,2,84,1.356394069406567
325822.1273422241,3044761.9807720184,242133.55827331543,2524472.831875086,2,8,7.729913349807801
234590.82889556885,3141172.5873351097,212521.95286750796,3503011.2357139587,1,0,17.881897453576343
266516.9303417206,2382035.970985889,370694.6616172791,2885599.96342659,2,25,6.886219058933258
387451.1365890503,4885542.104661465,308144.4387435913,1844857.7399849887,2,52,9.980312195510011
211381.38818740845,2419295.567303896,227418.40529441836,3425836.814582348,1,53,18.236623318994898
360006.9169998169,1742826.8691897392,273797.16086387634,2313256.622672081,2,48,14.111680779413897
170872.20001220703,2245019.2076563835,298874.4025230408,3204961.989998817,1,50,13.66405155856115
383164.5374298096,1897101.700246334,251985.0616455078,3517419.8719859123,2,75,12.624442840063947
214012.8498077393,2975473.42312336,275421.9536781311,2862276.03507042,1,67,18.965099634095
266879.6007633209,2177258.1250965595,265447.8554725647,3267867.233991623,1,78,0.3726464119737181
273329.04386520386,3182979.132473469,198647.95851707456,2200177.438467741,1,85,3.50316237603395
275565.7558441162,2931961.867749691,253373.99888038635,4622472.3290205,2,65,14.7854435585077
210421.60439491272,2446018.812030554,155897.26614952087,2272767.140597105,2,73,5.017609556577381
205705.512046814,3242474.355995655,296127.08735466003,2591401.135444641,2,15,11.165117027469053
195501.20878219604,2456988.679677248,285194.2067146301,2018636.5118920803,2,69,21.988511262350325
286639.8637294769,2022152.6558697224,282294.9891090393,4033398.173928261,1,69,1.4044974382003619
322086.275100708,3169022.515058517,328194.02265548706,2229299.013286829,1,32,4.201209620392852
345185.6379508972,3274822.1465945244,297131.43157958984,2915341.152727604,1,68,2.693342614601188
204047.62077331543,1687449.512988329,331024.8975753784,2798171.626031399,2,13,6.718083283225075
263851.35102272034,2488280.893087387,405831.9215774536,3226504.450261593,2,61,11.520151529320023
362946.4392662048,1873944.45002079,219291.04375839236,3126779.5484662056,1,54,17.683758742015623
206936.91420555115,2137397.585362196,322700.85859298706,3257362.5359535217,1,42,4.77498084833947
344563.2224082947,2676130.816280842,321934.2474937439,3123482.379794121,1,2,6.677094599731672
234376.21641159055,2093039.335668087,216772.62830734253,2216212.7921283245,2,76,16.272013755833086
236994.10605430603,3423473.349273205,289869.3685531616,3112473.671555519,1,32,17.666647571758652
352025.2351760864,1712590.844631195,337432.62338638306,1552516.379207373,2,81,21.893828636756112
319249.463558197,2539433.4938824177,368093.2765007019,3633694.841742516,2,43,16.101833993808345
385891.27111434937,2548320.0378119946,382919.3835258484,1917652.349174023,1,34,9.39663774646692
268506.306886673,3170103.9350032806,317791.271686554,2513033.818811178,2,57,5.605813990998688
229258.99076461792,2828485.6376051903,318743.13402175903,3413158.5725545883,1,11,5.986333100611448
418707.0255279541,2924868.7193393707,347939.5513534546,1721088.6768102646,2,97,2.131479438131503
442417.07372665405,2101003.491997719,401645.1721191406,3254498.7304210663,2,87,3.5560650142646097
367508.6979866028,2729957.148373127,292140.8061981201,4042679.852068424,1,18,18.057182452115264
415473.1755256653,2909126.963853836,371615.3030395508,2677795.7625985146,2,42,8.685183480946279
350364.7332191467,3174200.547039509,351055.7060241699,3119356.407940388,2,82,20.023588097215733
372685.8620643616,3864306.421637535,329877.69889831543,2491761.407703161,1,80,16.757362813767294
268584.716796875,2560102.0408272743,311063.18283081055,2444645.47598362,2,44,10.767075413204026
367760.9329223633,3218946.438074112,313652.26554870605,3422766.8786644936,1,50,22.145701444711378
242052.53767967224,1420991.1250770092,252243.09015274048,2963445.3787207603,1,31,15.872458601953326
287085.03890037537,2617222.789108753,285134.4292163849,2994506.2306523323,2,19,3.716960443128743
321237.5884056092,2801284.0725183487,309587.1453285217,2553439.8089051247,2,76,3.085042246967831
242133.84437561035,2754250.868201256,282270.50948143005,1730507.5203478336,2,2,9.466738073574884
262614.2089366913,2382578.363031149,274076.8437385559,1262636.6556286812,1,0,20.3415662714333
293364.1080856323,2464120.668679476,257116.62817001343,2637468.8299298286,2,68,19.523543796272087
320124.7935295105,3098323.7686753278,223540.7536029816,3059841.6112065315,2,33,21.962993269638595
257041.36538505557,2512836.5575373173,196963.9961719513,3524733.830690384,1,31,10.03140605479292
368788.29050064087,2536217.2176241875,391506.9227218628,3072477.95432806,2,86,1.991937711656295
388798.7856864929,1758946.9381570816,267633.46242904663,3846331.179201603,2,67,8.112561345547597
384340.0602340698,3571658.770680428,391837.2278213501,1962474.850982428,2,92,0.5657011649410448
286692.22044944763,2087336.1911177635,277902.88972854614,2126334.133297205,1,43,6.3138935212625595
288985.81314086914,2743993.58779192,126762.36081123352,2899325.6781101227,2,40,13.373949376129147
266413.1467342377,3121910.100400448,237648.2253074646,2893718.5646295547,1,61,15.017513214100548
423682.3444366455,1911139.6688222885,389183.5932731629,3097205.3431272507,2,82,14.827101994745805
308885.7297897339,2048400.1798033717,288439.3219947815,1433214.137017727,1,68,9.915315838022806
343308.27045440674,3176171.018958092,323770.845413208,3129645.4948186874,1,88,18.85249236484621
234868.8488006592,3007504.984021187,347785.41374206543,2940914.471268654,1,2,18.051161459734946
276918.78724098206,2025737.9177510736,416029.0365219116,1918457.6033353808,1,51,20.537231958708343
241315.71698188785,3113299.7222542763,303949.3565559387,3519650.3006219864,2,49,4.313169336601886
319607.6636314392,1162600.8761823175,266951.9131183624,2324706.1869204044,2,31,9.286062691330581
305464.9477005005,2168340.2334451675,335420.4659461975,2223487.298578024,2,22,8.290555380841214
378287.6377105713,1779535.6630980968,341245.04375457764,1692890.8658325672,2,1,15.47616327025088
306128.06129455566,2542710.630595684,287224.853515625,2626529.5454263687,1,24,14.620869664605154
256886.97743415835,2849211.222112179,282801.5332221985,2299913.808941841,2,60,7.062212423015632
321696.85411453247,2589427.2993803024,310473.7763404846,2261499.393135309,2,50,16.592357367268875
299780.0772190094,2517657.9900681973,377588.6540412903,1989240.453362465,2,20,22.35101303784812
278447.1457004547,2364569.0203905106,156151.89719200134,3472274.259269237,2,1,12.447535324556869
306832.94582366943,2760225.896894932,270773.5424041748,2989814.164817333,1,78,0.3858504532206056
352979.7797203064,2073147.447645664,292554.51011657715,2572200.732290745,1,83,11.639417659979335
325583.8041305542,3192903.668284416,315943.0866241455,2966741.324067116,2,62,2.8446075745627435
412122.81036376953,3454236.6272211075,397436.4285469055,1913440.132856369,2,15,2.3343230795584415
222921.25272750852,2337656.618922949,231858.140707016,3759022.72772789,1,95,19.279355005470393
354035.1753234863,2631555.273354053,237395.95460891724,2949115.9527897835,2,20,22.71280099616649
263453.0072212219,2190932.4600994587,172892.94052124023,2418225.004374981,2,26,17.896575408895064
248482.56158828732,2933495.918214321,262142.9090499878,2918147.767782212,1,33,18.38809484629347
201859.58194732663,1976658.395320177,210024.9056816101,2571795.1998114586,2,83,18.406900409848195
288024.2590904236,3433595.758020878,303427.29139328003,2280235.5441749096,1,66,1.1278430552341783
347237.42055892944,1051101.0054945946,299132.87806510925,2384635.2323293686,1,97,16.863120450407028
402894.8311805725,2703603.6538481712,238777.68564224243,2618666.6193008423,1,73,22.996341686861694
338152.20642089844,1824205.5550217628,366677.3204803467,2278421.50503397,1,15,21.792398671816972
274227.4944782257,3296781.1492681503,300923.6102104187,3493788.5830402374,1,45,2.9487119857577757
319209.3377113342,2448239.1482293606,402508.12816619873,3146380.2849650383,2,7,10.379801281275547
236547.58977890012,3017910.8985066414,221430.7312965393,2743955.9705257416,2,39,20.719220806685527
329330.5640220642,2110274.7718691826,307625.5564689636,3197185.9200000763,2,35,6.906751615028031
347519.48165893555,3219950.17683506,349160.4928970337,2973989.834845066,1,3,22.927376285745883
261083.00733566284,3034640.4895186424,311526.7758369446,2103791.298419237,1,84,14.261772815658874
173027.5695323944,2108707.385778427,342389.5959854126,2773619.4786429405,2,39,1.3894142183661626
374329.3409347534,1828125.2435743809,303573.9188194275,2545180.983990431,2,1,7.006196073691776
319551.05113983154,3734443.361341953,348315.59705734253,3291550.514280796,2,53,8.755891678204392
322189.1646385193,1960224.5433032515,277515.52510261536,4060169.434189797,2,27,7.520547238046991
292571.8193054199,2313157.686203718,216255.28383255005,3650208.821594715,1,80,20.60603681206004
241755.61714172363,1989210.176050663,330397.3679542541,2962924.2419600487,1,52,17.73576568854305
423198.6527442932,2081874.959230423,368468.8215255737,1468185.808390379,1,7,20.343848503560288
226252.055644989,2200573.796004057,252456.307888031,3447274.680495262,2,14,3.122831598283658
354730.4754257202,3558880.8276057243,330264.9383544922,2964345.7464575768,2,84,20.240801608103578
318787.15801239014,1540228.6839187143,250372.1957206726,3112157.7476859093,2,37,17.78575492538334
305566.83588027954,3084053.979873657,269965.446472168,2057735.531359911,2,94,13.981423509574746
225116.2474155426,2427448.268711567,245062.94178962708,3531898.8494873047,2,50,0.8869882086085072
275216.4785861969,1501953.115582466,331651.31855010986,2929657.1220755577,1,87,12.694096886924864
244759.54818725583,2513784.9408090115,310754.6215057373,3600520.3887820244,2,23,9.557951588442776
148259.13059711456,1464924.5749115944,296066.9164657593,2801789.000213146,2,19,15.171697225730473
265502.965927124,3093617.022931576,208789.6053791046,3656285.386323929,2,5,19.078948423192404
299077.9821872711,3996128.943920136,381041.5153503418,3250073.34959507,1,17,1.019451701800796
386285.8777046204,2740612.3154759407,239518.189907074,2372585.3209793568,1,59,1.2861630662594006
435383.177280426,3095233.6478829384,141549.62944984436,1255292.1902388334,1,93,18.66047619659815
412962.41331100464,2524470.232307911,396278.1791687012,2103434.3931376934,2,60,2.3729884932225622
251360.4109287262,2288272.7942168717,238836.94458007807,3095361.179590225,2,11,19.447648235145266
147686.44320964813,2381325.5245685577,337740.21911621094,3214192.900121212,1,59,1.1177997501118546
311255.22899627686,3289941.2292838097,314034.140586853,3514874.436974525,1,89,17.68499849790025
