D_ORIXCOOR,D_ORIYCOOR,D_DESTXCOOR,D_DESTYCOOR
298583.6,5011425.5,467378.53,303930.84
459509.78,5014035.0,179334.7,4609082.0
373026.0,1014913.9,392280.9,3105149.8
254110.4,3973946.5,478448.0,3478219.0
277426.66,3898285.5,276258.78,1410200.6
425886.8,4416699.0,333110.38,668929.75
417361.6,1722720.4,150960.36,4437883.0
327093.16,5172525.0,186390.02,4421115.0
260942.0,2489153.2,401897.84,2758582.0
233399.27,4643998.0,328428.94,1605270.8
161431.72,2291277.0,255657.23,1783942.6
227896.27,3468925.8,264420.16,4190575.0
388856.66,2163297.5,222490.36,2157332.0
226691.02,3201689.0,386826.2,3750351.8
308677.1,3162128.0,283169.94,2919125.8
128228.92,3286360.5,191101.92,1328964.6
136059.64,3143392.5,123391.38,1499488.2
345306.75,3038509.5,432326.6,2421242.5
226130.86,3890646.0,181944.3,2970887.5
407760.75,3762513.0,461198.66,3494441.0
446279.72,3392515.5,129427.29,2433809.5
261048.89,4554345.0,482665.78,4460390.5
400215.38,1043380.94,243245.58,384718.53
298690.88,4709124.0,255131.8,1744874.8
184190.05,1572232.1,147622.64,2060852.1
457795.34,4713922.0,410108.9,1690663.1
248492.55,4932751.5,410113.28,2953971.0
444275.5,4420692.0,230742.64,4521150.0
344565.25,484388.16,174372.39,4272754.0
326953.75,849005.8,436976.3,1294085.6
440832.47,605270.3,359320.66,229324.69
230545.97,2235973.5,98197.29,1742986.6
421478.03,3517567.0,229111.2,647599.8
475083.25,4417777.0,384281.88,1728006.6
431469.0,963785.06,297341.47,2221314.8
244426.02,883247.3,415128.06,4371430.0
358198.2,2898567.5,245319.61,1492892.9
292433.72,5020628.5,260977.66,1936006.6
82774.54,431233.16,300249.97,963855.0
142893.98,1552222.1,256199.27,4254416.5
191748.94,2908520.2,364948.06,3196544.5
222974.48,374673.6,91429.055,461200.47
454613.06,3996539.0,510213.1,4665544.5
138997.89,925752.6,336639.56,393706.72
251773.55,2755475.0,161047.67,873174.94
354082.9,3844895.5,184044.73,4289760.0
166955.67,4317248.0,334104.47,3003310.5
342225.97,1227341.6,162651.11,1423082.6
301180.3,4946516.5,436068.2,343888.94
297398.88,2486322.0,260652.42,4487276.0
213442.86,944448.8,338716.5,3970394.5
473502.84,4683082.0,420343.47,4109654.0
268665.4,4788031.0,363022.78,1000486.6
154973.66,876657.2,148284.19,2674677.0
164496.17,731890.56,134842.08,2418598.5
112893.62,1976778.4,88835.73,2269564.0
306139.1,3518199.8,473605.03,267900.78
504232.9,4758663.0,464518.03,2074549.4
444066.28,2653983.5,143018.34,3821479.5
400540.8,903678.8,320608.2,2287898.8
360251.4,401375.1,138519.36,156843.38
219532.7,3512837.8,120266.805,1333838.0
170521.03,515010.72,308962.75,3737409.8
252587.81,3399705.0,326569.1,1747270.4
433656.22,4271234.0,373086.03,3126050.0
236527.75,3008340.0,359908.1,283563.34
268260.72,4092783.5,258139.84,302337.4
470615.47,3936261.0,490972.4,715967.4
369058.78,3397667.8,132175.11,3671445.8
310455.88,3183963.5,371533.66,1226330.0
389690.22,2237221.5,145672.25,3507448.0
472114.1,4550809.0,525629.06,4427315.0
278327.62,1790690.4,300778.4,4496889.0
289429.62,4707229.0,365399.47,4178695.5
174172.95,1029785.56,66378.05,2056383.4
452150.0,2961894.0,303413.3,3981610.5
320796.97,1269319.4,215474.67,2844447.0
306763.97,4397763.0,309652.16,1952098.0
441082.4,680175.7,407058.53,3089317.5
432271.03,4632404.5,379306.66,1196803.1
275652.22,3465832.0,462045.72,561278.2
253750.28,2426177.0,290558.1,2352913.5
322875.8,2159088.0,147348.8,2122401.5
315117.9,228758.75,199125.81,3309214.0
395432.53,4715832.5,286013.53,1888524.6
209614.69,4721711.0,494896.34,4337280.0
310978.5,1418472.4,230899.64,3863093.5
188420.02,2023997.9,100939.664,1420428.4
304862.38,2825238.5,143599.45,793318.75
371730.03,1646626.6,477973.28,954769.4
277524.7,3116907.5,244907.52,2240805.0
188992.22,4011754.0,152093.77,3099119.0
144500.7,2926458.8,257196.78,3080856.5
336570.97,329248.34,116591.14,1171979.4
357662.97,4376841.5,185931.47,4294702.5
440842.4,1846390.1,175918.02,4148362.8
204348.84,4590605.5,450329.0,3829346.5
481518.66,2349734.5,420357.16,1788642.9
230064.14,4599586.0,305096.72,4650887.0
216730.95,3877740.5,331954.44,355877.1
389652.66,4629565.0,298961.2,3979626.0
399303.47,154209.38,183862.92,3319408.2
240794.58,5003528.5,203179.8,1619424.9
266671.94,231256.0,378672.1,4006514.0
205833.48,2731990.8,131878.55,1581001.5
348984.88,1868026.0,149687.38,1299954.9
148060.2,1939582.0,124578.625,378631.1
466051.03,4501668.5,363353.9,3955916.0
242923.61,4602068.0,422667.28,309809.84
421781.47,944630.94,333691.5,3266203.8
398097.94,3077710.5,421390.97,3677254.8
307997.38,2854434.0,126340.4,3334126.5
145166.73,1407538.4,237411.92,153487.94
242879.36,3582733.5,449162.12,3274250.0
157527.06,2443480.5,345294.9,3838623.8
150630.17,1975303.2,335893.53,4594546.5
314728.97,704874.2,302063.72,4024703.0
326677.9,3836034.5,481062.1,2969894.0
249612.28,1189994.4,118938.79,2865481.2
168893.67,3694298.5,169308.72,3560555.5
178790.55,2260326.5,92587.52,775431.56
458315.56,1462965.4,283652.4,4420970.0
315029.8,4972329.0,324503.12,1748051.5
202375.8,1217766.9,86646.88,1856594.2
419389.6,3808382.2,311341.34,559499.1
331841.84,2628248.2,134522.47,4274807.0
308225.84,2839364.5,188567.08,1367493.8
187502.2,3366486.0,358053.34,249432.0
228596.64,3898661.2,294543.03,1607966.2
184681.86,290864.1,339383.34,2962048.0
354544.22,424868.78,284940.3,2796546.2
500072.7,4723660.0,249922.05,589618.8
234282.89,415649.1,377506.6,3420795.2
144106.78,1369303.1,390525.1,1624805.8
303711.06,4123126.0,442059.9,3218489.0
281939.3,5086716.0,260200.67,3757724.0
477853.28,3245080.0,343185.47,4062425.0
451357.97,4031565.5,296454.47,964700.0
216451.78,4490342.0,371789.84,3673623.2
226644.52,1111034.5,372289.34,3829459.8
363953.56,1012805.4,325836.28,4639571.0
454826.53,2562823.0,307840.94,2509431.5
437758.78,1755604.1,123419.164,1637822.6
204399.33,880905.8,106527.195,2434257.2
345818.5,3442153.2,396664.9,980403.56
400114.16,3880370.0,244369.64,1070928.1
117234.5,923544.7,184166.64,3394972.0
241995.2,409027.9,372652.34,3191951.0
206912.7,1930643.4,452996.16,4591519.0
355290.3,4856089.0,455247.84,4187155.0
300336.47,2936627.8,227092.64,3573905.5
414748.03,2875616.5,266826.88,1478444.9
478543.84,1884331.4,460693.53,4379853.5
424139.03,4103747.2,224801.98,2033012.2
285135.16,2041823.1,166674.88,1250266.0
135842.47,2042029.8,418578.03,1116650.1
205364.83,1684403.1,364716.72,4537171.5
69348.22,246270.94,155400.42,284067.1
258347.3,1179347.4,350413.8,2733752.5
285212.22,1129054.4,468781.1,4007733.2
409680.8,2864138.5,180328.86,4325027.5
174177.92,736798.6,400584.9,2237903.5
327077.9,3058740.8,269170.53,4030477.5
412520.4,352878.75,294747.38,860722.75
193516.17,1810616.1,164333.2,1739971.1
458603.3,4017460.8,510288.84,2036282.8
411942.38,2172196.5,227709.61,3519782.5
197680.14,4700763.0,340403.84,2618843.8
317738.9,2254981.0,274692.97,393301.03
402945.44,4033611.5,180230.67,2285583.5
243074.64,2014811.9,453062.03,3257879.5
216776.8,1237126.9,223659.95,2130947.5
133592.77,1933891.4,373786.84,3800697.5
123504.8,2690222.8,252077.11,620230.5
287153.97,4708810.0,269519.78,2296208.5
152056.55,3479937.5,375581.47,1716487.9
337677.47,3676380.0,307017.66,3478590.5
329453.44,333687.75,403512.4,3151508.5
365491.88,4945543.0,226985.89,2275862.8
369023.97,3323568.5,399850.03,1359409.9
187124.17,1956483.5,237738.27,2813932.5
245814.17,459918.97,183324.83,4457232.0
295683.03,528064.8,94396.87,1985685.6
446395.75,4201285.5,343746.44,4148651.5
372755.53,2214402.5,156210.27,4575865.0
348406.53,3945717.5,473641.47,609427.75
424791.9,959092.8,223343.89,4307729.5
271714.3,4891634.0,258492.03,1357132.6
152453.78,3208732.5,364002.66,2391347.0
371643.47,4984616.5,390426.0,4192537.0
362681.47,3935431.2,194601.31,1163183.4
368323.12,4579951.0,359278.4,4738777.0
308542.53,4654373.0,493497.7,1299246.9
213204.58,4827926.0,186236.53,3867286.5
348834.3,3519618.5,306875.16,3328737.2
257177.55,1582163.4,150435.44,4247569.0
339435.47,3720997.0,164390.47,3165483.5
127946.52,1543424.4,354698.84,240685.3
349091.7,3679607.0,223243.78,2606755.0
439840.03,3112441.2,135969.98,2845638.0
206001.36,744024.06,231807.66,440105.6
337418.44,2894661.0,232353.2,335895.22
225962.02,4586447.0,275393.44,2011971.4
308591.4,1054853.0,476451.5,3774810.2
455266.66,906220.3,308706.8,1204768.1
227465.7,3264564.5,201310.08,2568992.0
376432.1,4959636.0,279774.2,3351771.2
331510.6,3519264.0,119718.15,2991520.0
177349.8,2782514.5,303098.0,2746479.0
270650.28,147809.1,182373.45,786485.25
137768.08,2610287.5,200453.97,3180262.5
313351.97,1692301.0,155205.77,1659292.1
171987.2,3633791.8,245436.03,2679517.5
275462.97,4721628.0,290316.28,4744993.0
358992.12,4361879.0,199876.05,355686.6
101231.484,1070818.5,288331.66,2855817.0
119888.11,1681469.6,383316.75,1835164.4
232723.55,4102510.0,228127.11,3313994.5
228429.56,4033280.0,178980.69,2259973.0
143834.23,973913.0,365126.6,2877139.0
413904.8,3388691.5,442719.44,1224681.1
453219.28,1019073.44,366493.6,3275028.0
306744.06,2523596.0,98720.96,1775847.1
194752.22,2588859.0,108298.54,367487.97
177434.55,1185951.9,144355.98,3923409.0
282624.47,1005643.94,90554.805,520150.28
157191.55,1803177.4,369512.28,3691840.0
267180.6,79804.3,125904.32,1514442.1
205581.11,1165101.5,328615.84,4408079.0
377894.53,1035820.94,379680.72,3838971.5
227226.92,4701948.0,189612.94,1131989.9
446715.47,562067.2,381345.38,368067.16
442065.9,577612.5,332066.9,389750.62
405116.1,3556217.5,448109.78,3890045.8
333275.22,1208007.1,281771.84,2288633.5
232294.52,4395929.0,367379.6,1638814.4
272838.66,2710014.5,145584.95,2172994.0
170913.23,3605848.5,127692.484,1345814.8
199507.14,738913.06,149110.19,3591439.5
482732.47,4370092.0,492339.44,4399134.5
276636.06,4387708.5,337427.03,3344800.0
226850.61,2314531.0,311091.0,4454157.5
445516.28,1681375.0,322971.03,3731002.5
305771.25,3858084.8,467640.84,4556759.0
210932.58,690620.2,210488.73,4573050.0
365668.84,4842441.0,322365.88,2490804.5
398963.78,467091.84,214922.27,4122090.8
257870.14,2415052.8,246918.45,982092.5
332180.06,633473.2,208453.83,2807703.5
459993.0,2474190.5,466520.28,4187821.2
186886.19,1035530.56,469623.88,1368855.9
363135.44,2651924.5,161877.61,471181.66
224286.81,2642530.5,123648.586,1494832.6
377913.28,859508.44,230454.27,266169.22
457007.6,785569.75,422532.28,4639705.0
246293.67,3547295.0,309303.38,2890432.8
427400.28,2875458.0,456871.8,1562739.8
375341.97,1749677.8,472236.1,2756650.8
423945.06,1089145.9,205199.8,4108192.2
240870.39,2609245.2,346220.66,2339381.2
162184.69,781606.0,286511.4,3740916.5
137468.23,2065472.6,328709.1,199703.06
436185.3,1564970.6,166658.89,2043412.6
340543.3,2120187.0,276350.72,4640984.5
444512.44,4000249.5,129010.1,2857195.5
205563.33,2469823.0,141166.45,1686915.5
284320.9,3611816.5,278474.03,3289351.5
365371.34,4786864.0,255386.94,806140.75
337549.78,4108866.0,221732.67,981634.3
302746.3,4260704.5,418681.94,1812839.1
138305.84,1934807.9,217694.4,4229380.0
425846.72,1106415.9,127499.3,1357417.8
393827.56,889068.3,134570.4,2103866.5
474400.0,4595344.0,295358.66,4118413.0
201629.84,5042735.0,403482.16,1849075.1
422210.53,337856.9,192242.52,1071016.9
176299.73,1632631.4,417379.62,642845.9
351964.94,228761.73,401519.12,2785769.5
424658.7,3023176.0,318687.97,3480708.2
464353.78,3872101.0,135308.47,1764400.2
395091.5,1261026.4,474256.72,1030172.7
235820.73,4528803.0,208602.38,4123227.5
421932.5,2798158.0,265019.9,249095.94
273949.84,4114912.8,467154.7,3072794.2
292877.62,1667515.9,259347.12,4526161.5
169618.14,1702958.1,245281.97,4651763.0
292517.03,1396139.4,164506.14,3746052.5
158847.83,3503822.2,488084.78,3045270.2
160015.66,865058.7,165244.33,2099704.0
503999.22,4775083.5,351263.72,1627148.9
169765.95,3664856.0,414919.12,4058383.0
166805.78,2613634.5,404604.66,3071447.5
277637.06,556083.44,181921.86,4075862.5
237742.44,1772007.0,329694.53,2411151.2
481243.16,3194056.0,314500.97,2235042.0
156392.6,2290564.5,145136.42,3398992.5
194673.64,3377274.0,319565.53,2770590.2
296959.2,4690213.5,346703.44,3347547.8
320664.06,385424.1,149216.94,2981909.0
514655.84,4830111.0,365193.97,491658.22
334756.6,4922088.0,409023.66,1331371.6
250336.02,3678254.5,471330.25,2346288.0
132742.45,44275.918,154849.47,62139.2
234085.33,3030873.5,228988.36,709438.06
224277.27,2815320.8,187881.53,2980391.5
173580.8,1746932.9,324943.84,3847532.5
274622.53,1102393.8,378403.88,4121834.5
155547.03,2615200.8,237660.2,3536514.5
457050.7,4938823.0,375907.66,4747433.0
126217.67,3106749.0,154788.92,2052567.6
207613.05,1874410.4,148240.75,4402864.5
265862.16,3393491.2,329421.1,1084598.2
162452.8,1645443.2,98237.266,1601038.6
245636.48,2454891.0,123460.54,2025026.0
455944.84,2356202.0,345325.1,3158957.5
325179.16,1274654.6,309239.9,4236277.0
136136.53,604493.06,98698.57,865821.6
84360.41,936256.8,342121.1,2245596.5
190641.66,4594231.0,363509.12,4029336.5
462621.72,4310205.0,338436.84,3697220.2
500394.1,3824643.8,440220.28,3094127.0
163999.7,3707862.0,146634.23,1603912.6
422529.5,4346281.5,177030.3,3532056.0
375685.97,834720.1,135292.64,1091343.1
388349.66,1481461.4,359254.16,463552.16
85112.68,777986.2,221284.4,521670.22
480236.53,3966975.0,148427.5,1914378.8
484174.1,4395412.0,406393.88,3843448.8
150335.11,2489204.5,434846.66,557902.6
315124.2,2611338.2,152410.0,3922629.0
411190.97,294321.72,322616.97,4491335.0
399060.28,4545071.0,253306.45,384098.75
318494.12,4114357.0,188042.6,1973423.5
507288.97,5027863.0,431309.03,3377751.8
440984.97,2359286.0,151024.7,3246780.2
151872.47,3097214.5,234142.67,2423138.5
456211.84,2797894.5,246468.02,454799.22
209040.25,3315397.0,210727.39,695218.4
166658.14,814057.3,260655.84,2516105.2
293395.25,4049344.0,296167.84,4217945.5
425776.78,864072.4,122705.945,2064569.6
214696.05,2987385.8,201277.1,677227.8
293462.47,4084756.5,339681.72,3094654.2
236747.36,4407947.0,370253.6,3027405.0
147473.78,535443.4,320014.75,217110.27
231484.97,1637723.1,163144.3,4222705.5
473125.88,4908397.0,211440.27,4381183.0
359428.28,1104286.0,284372.53,3580776.5
328963.22,2893145.5,334200.22,3277933.5
203469.33,4099055.5,429278.44,3946956.5
432154.06,585032.44,282234.06,657610.75
364325.6,2410159.5,198307.64,3868893.0
70118.875,706315.44,247957.27,832605.6
246317.64,444915.97,392853.1,2981665.0
235601.89,522503.0,177635.05,4277674.5
195375.11,4253351.5,473631.6,1306806.9
273652.3,3513204.5,382857.03,3679515.0
149397.31,1663828.6,256237.7,1101512.4
161092.05,209779.03,128809.89,1489323.1
264524.53,4002107.2,144037.73,2968984.8
41330.51,819178.3,109272.1,536108.06
289672.66,743683.1,371909.94,2118085.0
205091.67,3598188.2,335906.6,4556870.0
146491.12,502738.2,320629.62,2443603.5
338748.34,593698.8,146898.7,470597.2
266137.97,3863690.5,490847.53,539605.5
372118.34,1770356.4,144323.64,3690956.0
379660.47,2917380.2,222339.8,4074753.8
400411.9,2999736.5,459636.78,3250264.2
351364.34,999298.94,140730.92,2105802.5
394081.03,1118005.5,326881.16,656083.5
395399.9,2686710.0,96927.445,2167523.2
301696.75,2541251.0,204528.52,1117083.1
354228.4,4316099.0,283233.44,3865703.5
291993.9,3752093.8,151226.94,1076262.4
354291.66,414997.22,247750.38,4632808.0
164411.97,3550348.5,265240.56,1970862.9
221495.36,5037144.0,482446.94,4708739.0
176529.33,427382.34,219570.61,4150925.0
370601.03,2790726.5,381460.6,3487426.8
339409.5,4458711.0,307261.2,3977434.5
286017.66,360260.4,309591.56,2149946.8
333538.9,2668780.5,400515.9,2626208.5
415027.9,2834311.5,271580.72,4153506.5
199263.39,2714798.5,210139.61,3132661.8
354527.3,1503403.9,180311.02,3129877.0
457638.12,3887526.5,184643.45,4471890.0
424302.03,2830501.0,383815.84,233886.92
199381.8,2051445.4,213694.05,4158598.5
152965.38,1906604.9,434837.16,211079.95
236941.34,2143395.5,161747.92,4569437.0
134342.06,2537351.0,367667.47,4156291.8
405418.4,4837362.0,170680.77,2512498.2
250646.16,2244758.0,199817.7,3726068.5
495638.78,4494821.0,245262.86,1558630.6
88216.516,680518.06,115757.35,2410783.8
334857.12,1394046.9,248431.17,3234424.5
420219.6,2983288.2,206855.38,4563532.0
124346.19,1714757.9,191323.19,2512077.5
181281.6,720241.94,290894.34,1187455.6
112243.17,999136.1,307729.25,1639331.6
121834.69,2593441.0,125252.24,2530077.2
376238.53,2208127.0,256216.2,4314540.5
450755.4,4104220.5,402651.97,912800.6
244618.38,1719643.9,82130.336,1602943.4
290445.25,3617092.8,296545.84,3399966.0
276380.22,2647477.0,159721.23,1791471.2
106506.21,953724.1,113304.04,2532175.0
376132.88,3711185.8,486483.34,852793.5
420073.1,3151270.5,141351.75,2644090.0
124125.35,3172678.5,287058.97,2566473.0
284759.84,2474331.5,202694.2,187798.1
252535.97,1450368.6,172636.14,1773499.4
443664.6,3078892.0,459527.47,1860961.1
147323.47,2603438.5,292139.28,1397152.1
411465.4,3980209.5,373664.34,2400988.0
234657.19,3092539.5,295910.6,2206485.0
152189.36,1215521.1,292771.16,330734.4
267140.28,3381391.0,445788.34,2498349.0
128526.24,3070164.2,239508.36,2637389.0
413970.56,224333.78,352968.0,483196.72
148543.08,2906877.8,131905.45,475321.1
94160.86,1380504.8,277925.47,2871206.5
310998.28,1619888.9,449380.6,423688.66
243036.83,134653.98,172071.55,2084621.6
88625.76,1038425.7,93223.62,2163232.5
357967.9,357611.53,426788.72,432468.84
233224.05,2019311.6,376729.47,445131.88
245090.25,4292013.0,461315.22,1747778.6
55941.344,797523.2,54502.3,750036.06
227512.45,1921813.6,145257.36,4273068.5
45036.395,1195898.8,102645.164,700910.75
276391.75,3662545.8,289572.72,2861792.0
241374.55,4545657.5,404480.28,4012111.5
175789.42,4786853.0,329770.8,3058955.5
246937.8,3820589.5,161639.05,2879965.0
201110.61,3391260.0,145255.36,3348955.0
451176.4,583512.8,234997.14,4239070.0
250096.72,2184979.2,380899.34,501755.44
448006.6,3323956.0,373242.97,3283096.0
406796.22,2253650.5,191083.98,654885.4
249302.8,2986315.5,308066.66,2952413.0
229444.58,3640728.5,415933.9,376912.34
198890.08,2620152.5,411071.66,1753491.9
413821.5,3514646.5,423028.6,2869954.0
347705.22,3763384.5,383573.16,2721407.8
382454.2,4736631.0,226920.88,795009.9
151564.62,335985.34,295835.03,1045753.0
199039.98,2984771.0,324944.25,3209274.5
341251.1,4611760.0,254860.14,3510386.0
449756.78,4395318.0,407949.47,3961935.0
260348.98,3845733.0,225747.14,3227804.5
437025.7,1507003.6,276766.22,2320693.5
364418.53,4839225.0,291757.94,2886614.8
119089.77,1614116.4,352951.72,317931.53
222337.86,4575102.0,343615.0,3175932.2
254939.77,1643369.6,424086.34,3640598.5
229566.95,4983137.0,490034.06,1934981.0
416783.5,2133806.2,310082.47,3378321.5
234625.92,3740875.5,388794.66,1355754.1
337366.38,2974227.0,206589.95,3498748.0
414224.9,3337127.5,397169.6,1559993.6
410796.2,1559302.1,489356.47,4241777.0
113113.17,2241466.0,377301.4,2835988.5
480270.06,4117771.0,290120.3,1983845.4
194194.55,2549807.2,223867.11,3069335.0
447351.62,4215895.0,265987.28,4422909.0
265549.53,2523619.8,378609.53,3708832.5
416741.75,1799076.0,95853.305,992473.94
257547.27,4539236.0,476407.9,4497757.0
336063.38,940183.6,132989.86,919032.94
201430.52,2789786.5,240394.92,3381190.0
453916.66,4386619.0,204732.98,2424524.5
323140.62,1701266.1,436027.9,1528680.6
302889.22,4669760.0,354715.47,1367135.1
202107.08,871130.3,113491.63,228824.77
389225.5,3709462.0,242118.1,599871.2
126280.266,719101.06,372474.1,2409741.0
418333.06,193601.16,321377.22,4761579.0
270438.47,3333299.2,497066.0,1063430.4
329402.1,1714763.2,110004.27,1642541.4
354641.88,1530039.6,176360.89,4287465.0
306774.72,3230496.5,313584.06,3989227.5
148448.98,2801736.8,118172.875,2310345.2
260963.45,3945294.5,245530.62,976325.75
231497.7,3652750.2,371106.9,4272198.5
388068.56,2724522.0,377408.44,4654603.5
358330.12,1785947.2,201733.02,360163.62
222400.86,5041510.0,332717.47,2705322.0
188506.17,3923681.0,400711.22,2654594.0
423860.53,2622173.5,407313.0,2710968.5
339714.97,3275826.5,207812.7,3165881.0
331264.84,2448539.5,159733.2,4411269.5
171853.47,1847158.8,240566.9,1377313.6
328114.5,2679767.0,247446.2,3768622.0
222326.23,710601.44,455915.28,438953.56
315979.1,4484853.5,193144.02,2788482.0
219094.61,4229337.0,456873.03,2686960.0
140944.6,219395.6,292589.03,2067486.2
420253.34,4221936.0,321649.22,3432631.0
225615.52,4045496.0,510968.22,4073940.2
377881.72,4678619.0,505817.7,887236.0
414343.5,4024416.0,242212.03,4113103.5
438709.72,674290.7,261718.53,4499371.0
304262.47,2749812.8,203193.84,4150775.0
442599.78,286578.22,267323.9,1238326.9
495809.53,4057463.0,499219.34,3425857.5
432195.4,1360770.4,313452.34,3758143.0
510257.88,1627132.4,432205.78,926467.1
254545.84,3624676.8,261072.27,4674926.0
379949.78,267625.72,214207.44,2889671.0
430046.78,1144054.9,160037.14,742502.0
183003.66,2193739.5,256574.56,760819.06
366542.38,2640957.5,379665.22,737378.9
347280.6,2542475.5,171167.06,4190618.5
407374.5,1628346.5,261406.92,552195.5
314144.7,3455782.0,174528.58,2192401.8
172212.23,4086041.5,384495.0,2919060.5
315817.5,2751550.0,389553.66,986162.75
143534.23,651450.3,353932.47,2988062.0
237844.23,2940514.5,196403.78,3139938.5
272224.03,3773849.5,482790.9,4440092.5
238766.88,4944091.0,250151.66,1347852.4
226308.48,4558822.5,448966.44,1374289.1
257186.39,4525607.5,258634.89,3088316.5
254519.12,2648830.5,142645.9,2447731.0
347049.3,4366450.5,307302.38,2750149.5
125530.14,472294.2,242431.23,3066810.0
131492.39,2593496.5,407062.25,2348804.5
303997.3,3635873.8,489499.66,1757035.4
268154.5,4386754.0,393004.66,2369933.0
466488.34,1652066.1,492642.06,2189401.2
398484.34,4435706.0,274668.03,4641113.0
354843.34,3378257.0,197643.05,3742257.5
290340.94,1636020.4,240359.92,3906907.5
302644.75,3168498.5,217025.05,1986954.6
300030.47,2879338.5,422422.0,4122062.5
200486.97,1966999.1,432556.62,395262.97
329317.28,3046432.5,445501.72,3055996.2
259603.88,4961942.0,184598.45,2100015.8
327803.1,2265925.8,231486.98,4245060.0
207686.11,3850313.2,340316.72,551290.6
121639.14,2154015.2,185241.78,639514.1
105279.06,1335645.1,280088.47,464777.62
131205.83,3223878.0,245078.64,2648821.8
228274.98,4151478.5,471495.38,3649468.0
107273.59,699259.94,34587.86,193941.97
444507.6,1169742.1,142112.95,2675286.8
478353.66,3830698.5,227997.12,1075504.9
389520.72,3418606.0,364083.03,3625742.5
425033.03,4287702.0,377016.56,3292871.2
439549.44,1724210.9,313076.6,4540990.0
313831.03,1607548.4,463301.53,4486415.0
273726.34,2022423.1,173394.2,3763507.0
147804.0,661261.06,376258.97,2515058.5
208765.84,183844.55,208607.89,2192571.8
369310.9,4768039.0,215305.48,1225502.9
178911.48,2143209.0,113134.68,3494568.0
111608.44,1803296.5,155756.2,555766.6
377383.72,247754.9,159273.39,1408175.8
477457.9,3371874.8,288706.06,4604948.0
147890.97,3746636.5,146237.27,3292876.0
115045.41,1203789.1,132994.4,3669962.0
186644.16,194388.27,248499.78,2917909.5
460967.94,4407576.0,494943.34,439262.34
327246.62,1110033.2,119804.07,1563222.5
262425.38,171753.81,152812.23,3507113.5
436116.1,4245792.0,500750.94,2779520.5
227572.34,2780360.5,409452.8,3567727.0
345928.03,3335069.0,427078.97,2984404.5
309700.9,3842414.0,316257.0,1083870.4
245677.95,2337047.8,247039.98,1835377.6
341450.9,2164074.5,368372.03,4436566.0
122334.73,2733891.5,399574.62,1099763.1
324164.8,3183905.0,308325.1,3861184.0
169129.23,2580141.0,237648.64,1113433.9
454625.06,3374710.2,348983.06,1179597.9
195746.48,2839496.0,398014.38,4441321.5
230894.67,4042367.2,406509.84,1726436.8
142702.39,178338.44,138874.42,2678591.8
463920.53,1518672.9,178854.72,1448059.1
416279.03,902803.56,420232.4,2564455.0
411492.2,317142.5,355859.88,4062758.0
188878.4,4424098.0,430834.9,1668966.9
370224.62,4782078.0,491049.16,4681730.0
315404.12,1066495.2,293483.53,4218533.0
403277.1,1395726.1,321776.4,2170673.0
318515.25,2105832.8,408690.66,4378318.5
272343.47,3272094.2,298003.84,3172048.5
87175.836,1545798.4,306000.16,1634409.6
413171.47,2616642.0,117135.76,2273722.5
426950.16,882985.44,324951.66,1893226.9
390679.66,4797021.5,243078.08,2374686.0
264610.16,2000603.9,91218.43,885184.9
268909.4,3789341.0,291258.66,1830685.8
80047.66,1937076.5,258401.62,929386.4
347832.7,4276462.0,208170.23,2859516.8
417004.03,1856233.1,432850.22,382905.1
363948.2,668770.06,105919.51,825622.25
236763.77,176025.97,341234.75,2292426.8
201116.64,3262902.0,417376.72,2380306.0
265470.84,4865301.0,289059.97,1229705.9
57280.188,593846.8,143555.02,917982.1
298496.84,4511014.5,206076.6,2584984.5
98376.08,1555267.9,191488.73,168759.64
248394.75,3854989.0,282814.75,3331390.0
473825.22,4705249.0,473668.5,3659575.0
387293.62,3175100.5,310690.75,1622681.4
275523.7,5048782.5,460362.4,1607666.5
156226.17,1507939.8,164876.73,4317568.0
269280.53,1982174.1,258788.53,2306243.5
388971.16,3553918.0,209699.6,4077062.5
223039.22,1001892.94,367108.03,279725.9
385388.5,129618.74,391364.0,1374763.4
383608.28,4450354.0,205295.02,423508.06
447061.9,4145577.0,193088.84,4409910.0
126850.375,2426269.5,125296.01,2250980.5
192464.48,201487.4,430403.03,3504933.5
171968.12,1599685.1,231083.39,2559248.5
456704.62,365045.9,231797.22,4605985.5
404188.78,1420189.1,255038.05,2742842.5
276221.3,2539980.0,250413.64,4285052.5
156773.17,1568390.6,257665.53,4216099.0
264866.12,579582.7,339340.56,2716427.0
384803.3,146276.34,422938.16,366176.9
219457.52,4606914.0,439417.47,768053.5
182682.94,3013033.0,433156.16,1299710.4
381042.47,3053805.0,284502.1,804567.1
314482.56,4787311.0,387643.47,487613.94
150698.89,2022451.4,357671.97,631135.75
235115.14,4839150.5,232070.42,2535831.8
185185.48,4417243.0,195708.67,2096075.9
288294.97,1109729.6,333447.1,1597809.6
179714.52,2560413.5,240949.92,3431848.2
469796.56,1408584.5,224122.17,1898710.6
189199.34,4356356.0,429349.34,4010534.0
172617.72,3152902.8,468200.66,3098449.0
219745.28,1944729.9,455985.03,1251347.1
430681.38,2373961.5,110416.82,1440846.9
461642.06,3092369.5,408249.53,430039.22
352530.9,1941478.1,94445.164,2726075.8
90739.234,1677637.6,380717.06,2484223.5
238736.36,4738313.5,366875.62,2063121.8
429000.16,2948552.5,170995.05,3722772.2
403354.1,2705103.5,308667.2,1576865.4
